description,hashtag,tag_accounts,description_Emoji,description_Language,description_Translated,clean_text,Hobby,Skincare_Treatment,Work_Event,Fitness,Lifestyle_Health,Shop_Business_Advertisement,Beauty_Makeup,Travel_Celebrations,Food,Life_Happiness,dominant_topic,polarity,neg,neu,pos,compound
"With more of us vaccinated, it will be harder for COVID-19 to spread, protecting ourselves as well as our loved ones.

Read more about how the vaccinations are being prioritised: go.gov.sg/govsg-vaccines3 (link in bio)",,,,en,"With more of us vaccinated, it will be harder for COVID-19 to spread, protecting ourselves as well as our loved ones.

Read more about how the vaccinations are being prioritised: go.gov.sg/govsg-vaccines3 (link in bio)", vaccin harder covid  spread protect well love one read vaccin prioritis    govsg vaccin link  ,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.836}",0.0,0.553,0.447,0.836
"With higher vaccination rates locally, we will progressively review border restrictions to facilitate more travel, as well as  vaccination-differentiated border measures for travellers from selected countries/regions. ✈️

For more information, visit go.gov.sg/mtf0608-vdbm-ig (link in bio)",,,airplane,en,"With higher vaccination rates locally, we will progressively review border restrictions to facilitate more travel, as well as  vaccination-differentiated border measures for travellers from selected countries/regions. 

For more information, visit go.gov.sg/mtf0608-vdbm-ig (link in bio)",higher vaccin rate local progress review border restrict facilit travel well vaccin differenti border measur travel select countri region inform visit     vdbm  link  ,0.01,0.01,0.34,0.01,0.01,0.55,0.01,0.01,0.01,0.01,9,"{'neg': 0.095, 'neu': 0.727, 'pos': 0.178, 'compound': 0.3182}",0.095,0.727,0.178,0.3182
"The COVID-19 vaccine is especially important for seniors, because COVID-19 can be a very serious and dangerous illness for an older person.
By getting vaccinated, you will protect yourself, your families and your friends.",,,,en,"The COVID-19 vaccine is especially important for seniors, because COVID-19 can be a very serious and dangerous illness for an older person.
By getting vaccinated, you will protect yourself, your families and your friends.",covid  vaccin especi import senior covid  seriou danger ill older person get vaccin protect famili friend ,0.01,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.01,0.28,1,"{'neg': 0.258, 'neu': 0.5, 'pos': 0.242, 'compound': -0.1027}",0.258,0.5,0.242,-0.1027
"#ICYMI Are you having difficulty keeping track of all the #SGBudget2023 support measures? ‘Support For You’ calculator is here to help! 
 
Check it out at go.gov.sg/supportforyoucalculator",#ICYMI #SGBudget2023,,,en,"#ICYMI Are you having difficulty keeping track of all the #SGBudget2023 support measures? Support For You calculator is here to help! 
 
Check it out at go.gov.sg/supportforyoucalculator", icymi difficulti keep track sgbudget support measur support calcul help check    supportforyoucalcul,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.13,3,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.7964}",0.0,0.526,0.474,0.7964
"🚨 Take note: The updated 1-2-3 Health Protocols came into effect on 18 Feb. This will help us manage #COVID19 patients based on the severity of symptoms and health status.

If you have no or mild symptoms but self-test positive, do recover at home. Your employer should not be asking for an MC.",#COVID19,,police car light,en,"Take note: The updated 1-2-3 Health Protocols came into effect on 18 Feb. This will help us manage#COVID19patients based on the severity of symptoms and health status.

If you have no or mild symptoms but self-test positive, do recover at home. Your employer should not be asking for an MC.",take note updat    health protocol came effect   help  manag covidpati base sever symptom health statu mild symptom self test posit recov home employ ask  ,0.01,0.01,0.57,0.37,0.01,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4019}",0.0,0.895,0.105,0.4019
"𝐒𝐭𝐚𝐲 𝐜𝐚𝐥𝐦, 𝐝𝐨𝐧’𝐭 𝐩𝐚𝐧𝐢𝐜 𝐛𝐮𝐲

Shocked by the empty shelves and abandoned trolleys 🛒 at supermarkets? 😱

Good news, stores have been replenishing their shelves - there is enough food to go around without having to hoard items. Let's all do our part to get through this together!

Share this video with your friends to let them know why there’s no need to panic buy.",,,"face screaming in fear, shopping cart",en," ,   

Shocked by the empty shelves and abandoned trolleys  at supermarkets? 

Good news, stores have been replenishing their shelves - there is enough food to go around without having to hoard items. Let's all do our part to get through this together!

Share this video with your friends to let them know why theres no need to panic buy.", shock empti shelv abandon trolley supermarket good news store replenish shelv enough food  around without hoard item   part  togeth share video friend  know there need panic  ,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.237, 'neu': 0.539, 'pos': 0.224, 'compound': -0.128}",0.237,0.539,0.224,-0.128
"All vaccines used in Singapore must comply with @who guidelines and be approved by the Health Sciences Authority. 👩‍🔬👨‍🔬

So when your turn comes, get the COVID-19 vaccine to protect yourself and your loved ones! 👍

For more details: go.gov.sg/govsg-vaccines2-ig (link in Bio)",,@who,"thumbs up, woman scientist, man scientist",en,"All vaccines used in Singapore must comply with @who guidelines and be approved by the Health Sciences Authority. 

So when your turn comes, get the COVID-19 vaccine to protect yourself and your loved ones! 

For more details: go.gov.sg/govsg-vaccines2-ig (link in Bio)",vaccin use singapor must compli guidelin approv health scienc author turn come  covid  vaccin protect love one detail    govsg vaccin  link  ,0.0,0.0,0.09,0.66,0.0,0.23,0.0,0.0,0.0,0.0,3,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7783}",0.0,0.736,0.264,0.7783
"How does a vaccine protect you from the COVID-19 virus?  Why do we need it? 🤔 

Vaccines help our bodies produce antibodies to the virus - there are different methods of doing so, such as using a weakened or inactive virus 🦠, or the newer mRNA technology 🔬. Want to find out more? Read on at go.gov.sg/govsg-vaccines1-ig (link in bio!)",,,"microbe, microscope, thinking face",en,"How does a vaccine protect you from the COVID-19 virus?  Why do we need it?  

Vaccines help our bodies produce antibodies to the virus - there are different methods of doing so, such as using a weakened or inactive virus , or the newer mRNA technology . Want to find out more? Read on at go.gov.sg/govsg-vaccines1-ig (link in bio!)",vaccin protect covid  viru need  vaccin help bodi produc antibodi viru differ method  use weaken inact viru newer mrna technolog want find read    govsg vaccin  link  ,0.0,0.0,0.0,0.72,0.17,0.0,0.08,0.0,0.0,0.0,3,"{'neg': 0.089, 'neu': 0.701, 'pos': 0.21, 'compound': 0.4215}",0.089,0.701,0.21,0.4215
"Your Covid-19 questions answered:
 
Will I get an allergic reaction from the use of vaccines?
 
#vaccineqnsanswered #vaccinationSG",#vaccineqnsanswered #vaccinationSG,,,en,"Your Covid-19 questions answered:
 
Will I get an allergic reaction from the use of vaccines?
 
#vaccineqnsanswered #vaccinationSG",covid  question answer  allerg reaction  vaccin vaccineqnsansw vaccinationsg,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.59,8,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
#ForwardSG DPM @lawrencewongst shares his hope for Singapore. For more on Forward Singapore: www.forwardsingapore.gov.sg,#ForwardSG,@lawrencewongst,,en,#ForwardSG DPM @lawrencewongst shares his hope for Singapore. For more on Forward Singapore: www.forwardsingapore.gov.sg, forwardsg  share hope singapor forward singapor  forwardsingapor  ,0.0,0.0,0.0,0.46,0.0,0.45,0.0,0.0,0.0,0.07,3,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.6249}",0.0,0.495,0.505,0.6249
Worried about side effects from COVID-19 vaccination? The benefits outweigh the discomforts in many ways. Swipe right to find out more!,,,,en,Worried about side effects from COVID-19 vaccination? The benefits outweigh the discomforts in many ways. Swipe right to find out more!,worri side effect covid  vaccin benefit outweigh discomfort mani way swipe right find ,0.0,0.0,0.0,0.28,0.1,0.6,0.0,0.0,0.0,0.0,9,"{'neg': 0.167, 'neu': 0.655, 'pos': 0.179, 'compound': 0.0516}",0.167,0.655,0.179,0.0516
"In the final episode of “Hawker Stories”, @davidroccosvita and @kfseetoh try their hand at flipping satays over a fiery grill. 🔥 Will it be a satay-rible idea?
.
Catch up on all episodes at sg.sg/ourhawkerculture
.
#whatmakessg #OurHawkerCulture #eastcoastlagoon #hawkerfood #sghawker #sghawkerfood",#whatmakessg #OurHawkerCulture #eastcoastlagoon #hawkerfood #sghawker #sghawkerfood,@davidroccosvita @kfseetoh,fire,en,"In the final episode of Hawker Stories, @davidroccosvita and @kfseetoh try their hand at flipping satays over a fiery grill.  Will it be a satay-rible idea?
.
Catch up on all episodes at sg.sg/ourhawkerculture
.
#whatmakessg #OurHawkerCulture #eastcoastlagoon #hawkerfood #sghawker #sghawkerfood",final episod hawker stori  hand flip satay fieri grill satay ribl idea catch episod   ourhawkercultur whatmakessg ourhawkercultur eastcoastlagoon hawkerfood sghawker sghawkerfood,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.37,0.0,3,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.0,0.862,0.138,0.4939
"While we are ranked the most expensive city to live in according to the Worldwide Cost of Living (WCOL) 2022 survey, it may not be an accurate reflection of Singapore’s situation. Find out more ⬆️.

More info on Consumer Price Index: https://go.gov.sg/sgcpi",,,up arrow,en,"While we are ranked the most expensive city to live in according to the Worldwide Cost of Living (WCOL) 2022 survey, it may not be an accurate reflection of Singapores situation. Find out more .

More info on Consumer Price Index: https://go.gov.sg/sgcpi",rank expens citi live accord worldwid cost live wcol  survey  accur reflect singapor situat find info consum price index ,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"We’re all spending more time with our friends and family online these days 🤳, so here's something to make that time together a little more inkuehdible!
.
Click on the link in our bio to get these stickers inspired by our yummy local food 🍜 and some Singapore icons 🦦",,,"selfie, steaming bowl, otter",en,"Were all spending more time with our friends and family online these days , so here's something to make that time together a little more inkuehdible!
.
Click on the link in our bio to get these stickers inspired by our yummy local food  and some Singapore icons ",spend time friend famili onlin day  someth make time togeth littl inkuehd click link   sticker inspir yummi local food singapor icon,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,3,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.0,0.862,0.138,0.4939
"Decluttering while staying home? Remember to recycle the right way. 
 
Don’t sabo the earth, you are just sabo-ing yourself!
 
#SGGreenPlan #DontSabotheEarth",#SGGreenPlan #DontSabotheEarth,,,en,"Decluttering while staying home? Remember to recycle the right way. 
 
Dont sabo the earth, you are just sabo-ing yourself!
 
#SGGreenPlan #DontSabotheEarth",declutt stay home rememb recycl right  dont sabo earth sabo  sggreenplan dontsabotheearth,0.01,0.01,0.01,0.58,0.01,0.32,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"Pa was always the “no need” man, the hero of the kampung. In Ming’s eyes, he could do anything.

Follow Ming as he reminisces about the good ol’ days, and his relationship with his father.

Watch “It starts with you” - the short film series here: go.gov.sg/itstartswithyou

#VaccinationSG​ #Govsg​ #covid19vaccination​

爸是个独立又可靠，什么都‘不用‘的甘榜英雄。在阿明眼里，他爸爸就是个万事通。

随着阿明回想起童年的美好时光，当年和爸一起度过的成长岁月。

请到 go.gov.sg/itstartswithyou 观看 “从您开始” 短片系列.",#VaccinationSG #Govsg #covid19vaccination,,,en,"Pa was always the no need man, the hero of the kampung. In Mings eyes, he could do anything.

Follow Ming as he reminisces about the good ol days, and his relationship with his father.

Watch It starts with you - the short film series here: go.gov.sg/itstartswithyou

#VaccinationSG #Govsg #covid19vaccination





 go.gov.sg/itstartswithyou   .", alway need  hero kampung ming eye could anyth follow ming reminisc good  day relationship father watch start short film seri    itstartswithy vaccinationsg govsg covidvaccin    itstartswithy ,0.13,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.66,8,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7579}",0.0,0.78,0.22,0.7579
"🛬 The first shipment of COVID-19 vaccines arrived in Singapore on 21 December.

The Pfizer-BioNTech Covid-19 vaccine was transported on Singapore Airlines flight SQ7979, which departed on Sunday 20 December from Brussels, and landed at Singapore Changi Airport at 7.36pm on Monday.

The vaccines were packed in thermal shipper boxes filled with dry ice designed to keep the vials at -70 degree Celsius.

Upon arrival, ground handler SATS moved the vaccines to its cold chain facility. They were then loaded onto a refrigerated truck that would send them to an external storage facility with capabilities to handle ultra-cold storage at about -80 degree Celsius.

Staff and logistics partners have been trained up to WHO standards to be able to handle the cargo safely.

For more information on how Singapore secured access to the vaccines, go to go.gov.sg/vaccinearrival-sg-ig (link in bio)

Photos: Ministry of Communications and Information (MCI)",,,airplane arrival,en," The first shipment of COVID-19 vaccines arrived in Singapore on 21 December.

The Pfizer-BioNTech Covid-19 vaccine was transported on Singapore Airlines flight SQ7979, which departed on Sunday 20 December from Brussels, and landed at Singapore Changi Airport at 7.36pm on Monday.

The vaccines were packed in thermal shipper boxes filled with dry ice designed to keep the vials at -70 degree Celsius.

Upon arrival, ground handler SATS moved the vaccines to its cold chain facility. They were then loaded onto a refrigerated truck that would send them to an external storage facilitywith capabilities to handle ultra-cold storage at about -80 degree Celsius.

Staff and logistics partners have been trained up to WHO standards to be able to handle the cargo safely.

For more information on how Singapore secured access to the vaccines, go togo.gov.sg/vaccinearrival-sg-ig (link in bio)

Photos: Ministry of Communications and Information (MCI)",first shipment covid  vaccin arriv singapor  decemb pfizer biontech covid  vaccin transport singapor airlin flight  depart sunday  decemb brussel land singapor changi airport   monday vaccin pack thermal shipper box fill   design keep vial  degre celsiu upon arriv ground handler sat move vaccin cold chain facil load onto refriger truck would send extern storag facilitywith capabl handl ultra cold storag  degre celsiu staff logist partner train standard abl handl cargo safe inform singapor secur access vaccin  togo   vaccinearriv   link  photo ministri commun inform  ,0.01,0.01,0.01,0.83,0.01,0.12,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.965, 'pos': 0.035, 'compound': 0.4404}",0.0,0.965,0.035,0.4404
"With these ART kits, test regularly and keep safe! #COVID19 #horacetok",#COVID19 #horacetok,,,en,"With these ART kits, test regularly and keep safe! #COVID19 #horacetok", kit test regularli keep safe covid horaceto,0.0,0.0,0.08,0.6,0.03,0.0,0.0,0.0,0.0,0.28,3,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.0,0.674,0.326,0.4404
